,Entry Date,Exit Date,Entry Share Price,Exit Share Price,Entry Portfolio Holding,Exit Portfolio Holding,Profit/Loss
0,2012-02-07,2012-04-13,56.410789489746094,60.1990852355957,28205.394744873047,30099.54261779785,1894.1478729248047
1,2012-05-03,2012-05-04,60.344608306884766,58.843929290771484,30172.304153442383,29421.964645385742,-750.3395080566406
2,2012-06-14,2012-07-17,56.71573257446289,57.912635803222656,28357.866287231445,28956.317901611328,598.4516143798828
3,2012-07-19,2012-10-02,59.34382629394531,62.776641845703125,29671.913146972656,31388.320922851562,1716.4077758789062
4,2012-11-28,2012-12-28,59.89700698852539,58.63107681274414,29948.503494262695,29315.53840637207,-632.965087890625
5,2013-01-03,2013-02-25,61.45323944091797,60.956817626953125,30726.619720458984,30478.408813476562,-248.21090698242188
6,2013-03-06,2013-04-09,62.979251861572266,63.2816162109375,31489.625930786133,31640.80810546875,151.1821746826172
7,2013-04-10,2013-04-22,64.51631164550781,63.38298034667969,32258.155822753906,31691.490173339844,-566.6656494140625
8,2013-04-26,2013-06-06,64.10167694091797,66.70921325683594,32050.838470458984,33354.60662841797,1303.7681579589844
9,2013-07-09,2013-08-22,67.55804443359375,70.39568328857422,33779.022216796875,35197.84164428711,1418.8194274902344
10,2013-09-09,2013-10-11,71.93930053710938,73.4532241821289,35969.65026855469,36726.61209106445,756.9618225097656
11,2013-10-16,2014-01-29,74.51937866210938,78.98773956298828,37259.68933105469,39493.86978149414,2234.180450439453
12,2014-02-13,2014-03-19,83.35889434814453,84.08781433105469,41679.447174072266,42043.907165527344,364.4599914550781
13,2014-04-29,2014-08-06,81.5843505859375,88.71126556396484,40792.17529296875,44355.63278198242,3563.457489013672
14,2014-08-18,2014-09-23,92.11820220947266,92.93003845214844,46059.10110473633,46465.01922607422,405.9181213378906
15,2014-09-24,2014-09-25,93.92725372314453,91.95159912109375,46963.626861572266,45975.799560546875,-987.8273010253906
16,2014-10-28,2014-12-15,94.24713897705078,95.5924301147461,47123.56948852539,47796.21505737305,672.6455688476562
17,2014-12-26,2015-01-06,99.18749237060547,94.4944076538086,49593.746185302734,47247.2038269043,-2346.5423583984375
18,2015-01-28,2015-02-02,95.29704284667969,96.2979965209961,47648.521423339844,48148.99826049805,500.4768371582031
19,2015-02-05,2015-03-13,97.97881317138672,99.47077178955078,48989.40658569336,49735.38589477539,745.9793090820312
20,2015-03-24,2015-03-26,102.15087890625,99.47239685058594,51075.439453125,49736.19842529297,-1339.2410278320312
21,2015-04-13,2015-05-12,101.7249755859375,102.0089111328125,50862.48779296875,51004.45556640625,141.9677734375
22,2015-05-15,2015-06-10,103.7125473022461,103.62734985351562,51856.27365112305,51813.67492675781,-42.598724365234375
23,2015-06-23,2015-06-30,105.0988998413086,101.56999969482422,52549.4499206543,50784.99984741211,-1764.4500732421875
24,2015-07-17,2015-08-12,107.75508880615234,104.84278106689453,53877.54440307617,52421.390533447266,-1456.1538696289062
25,2015-09-17,2015-09-29,101.62692260742188,94.5899658203125,50813.46130371094,47294.98291015625,-3518.4783935546875
26,2015-10-08,2015-11-19,100.84715270996094,108.13134002685547,50423.57635498047,54065.670013427734,3642.0936584472656
27,2015-11-24,2015-12-11,108.45468139648438,105.35459899902344,54227.34069824219,52677.29949951172,-1550.0411987304688
28,2016-02-23,2016-04-28,96.8914794921875,101.67524719238281,48445.73974609375,50837.623596191406,2391.8838500976562
29,2016-05-26,2016-06-17,104.8131332397461,102.1474838256836,52406.56661987305,51073.7419128418,-1332.82470703125
30,2016-07-08,2016-09-02,105.8021240234375,112.34402465820312,52901.06201171875,56172.01232910156,3270.9503173828125
31,2016-09-06,2016-09-09,113.04425048828125,109.61983489990234,56522.125244140625,54809.91744995117,-1712.2077941894531
32,2016-09-21,2016-10-17,113.61595916748047,112.3370132446289,56807.979583740234,56168.50662231445,-639.4729614257812
33,2016-10-26,2016-11-01,113.83712768554688,111.65423583984375,56918.56384277344,55827.117919921875,-1091.4459228515625
34,2016-11-22,2017-04-17,114.33716583251953,127.07205200195312,57168.582916259766,63536.02600097656,6367.443084716797
35,2017-04-24,2017-06-16,129.6622314453125,133.8822021484375,64831.11572265625,66941.10107421875,2109.9853515625
36,2017-07-14,2017-08-16,137.72955322265625,139.82284545898438,68864.77661132812,69911.42272949219,1046.6461181640625
37,2017-08-31,2017-09-27,141.6834716796875,140.3037109375,70841.73583984375,70151.85546875,-689.88037109375
38,2017-10-05,2017-12-07,143.2173614501953,149.58865356445312,71608.68072509766,74794.32678222656,3185.6460571289062
39,2017-12-13,2018-02-07,151.50196838378906,155.92596435546875,75750.98419189453,77962.98217773438,2211.9979858398438
40,2018-02-23,2018-03-23,163.67311096191406,154.5216522216797,81836.55548095703,77260.82611083984,-4575.7293701171875
41,2018-04-18,2018-06-28,162.25218200683594,167.23983764648438,81126.09100341797,83619.91882324219,2493.8278198242188
42,2018-07-11,2018-10-09,172.34913635253906,175.80088806152344,86174.56817626953,87900.44403076172,1725.8758544921875
43,2018-12-06,2018-12-11,163.33245849609375,160.12237548828125,81666.22924804688,80061.18774414062,-1605.04150390625
44,2019-01-11,2019-05-10,157.71456909179688,181.90484619140625,78857.28454589844,90952.42309570312,12095.138549804688
